tenure_months,monthly_charges,number_of_logins_per_month,number_of_support_tickets,satisfaction_score,last_login_days_ago,subscription_type_premium,subscription_type_standard,contract_type_yearly,usage_frequency_low,usage_frequency_medium,payment_method_Credit Card,payment_method_Digital Wallet,payment_method_PayPal,Churn_Probability,Risk_Level
25,53.13,33,1,2,3,False,True,True,False,False,True,False,False,0.15731558,Low Risk
19,27.37,34,3,3,82,False,False,True,False,False,True,False,False,0.9995067,High Risk
35,25.14,6,6,1,35,False,False,False,True,False,False,True,False,0.98996836,High Risk
16,26.97,46,2,4,5,False,False,True,False,False,False,False,True,0.0053102653,Low Risk
25,20.55,8,3,4,5,False,False,True,False,True,True,False,False,0.009824056,Low Risk
16,26.65,23,1,3,3,False,False,True,False,False,True,False,False,0.040197466,Low Risk
9,26.88,10,2,1,41,False,False,False,True,False,True,False,False,0.96470046,High Risk
16,32.24,40,4,2,0,False,False,True,False,False,True,False,False,0.40429437,Medium Risk
28,30.34,1,3,2,18,False,False,True,True,False,True,False,False,0.5135609,Medium Risk
4,21.73,10,5,1,45,False,False,True,True,False,False,True,False,0.9889206,High Risk
30,72.65,23,1,5,17,False,True,True,False,True,True,False,False,0.0065510254,Low Risk
9,33.46,3,0,5,19,False,False,True,True,False,True,False,False,0.026663482,Low Risk
26,28.93,34,2,4,6,False,False,True,False,False,False,True,False,0.0044197817,Low Risk
9,27.73,3,1,2,18,False,False,False,True,False,True,False,False,0.7971356,High Risk
25,20.96,11,2,1,56,False,False,False,True,False,False,True,False,0.9640941,High Risk
16,65.89,23,1,4,15,False,True,True,False,True,False,False,False,0.007949436,Low Risk
3,22.42,9,4,3,38,False,False,False,True,False,False,False,False,0.9519729,High Risk
1,20.19,1,1,3,51,False,False,False,True,False,True,False,False,0.8399979,High Risk
25,71.6,7,1,3,28,False,True,True,True,False,True,False,False,0.30660442,Low Risk
16,62.61,20,3,4,2,False,True,True,False,False,False,False,False,0.012477678,Low Risk
20,67.19,8,1,5,10,False,True,True,False,True,False,False,True,0.0036868546,Low Risk
1,75.11,8,8,1,13,False,True,False,False,True,True,False,False,0.9978237,High Risk
8,30.36,32,2,3,0,False,False,False,False,False,True,False,False,0.18799606,Low Risk
10,35.33,9,5,3,72,False,False,True,False,True,True,False,False,0.99919516,High Risk
8,50.51,15,3,4,20,False,True,False,False,True,True,False,False,0.14626113,Low Risk
27,121.92,24,1,5,0,True,False,True,False,False,False,False,True,0.0024538846,Low Risk
13,60.38,10,6,2,8,False,True,True,False,True,False,False,True,0.89216846,High Risk
3,112.5,45,0,1,42,True,False,False,False,False,False,False,True,0.99718565,High Risk
29,31.51,13,2,5,16,False,False,True,False,True,False,True,False,0.007613435,Low Risk
6,26.62,7,1,4,9,False,False,True,True,False,True,False,False,0.018758388,Low Risk
19,33.11,11,1,3,18,False,False,True,True,False,False,False,True,0.04787861,Low Risk
31,60.73,6,4,4,26,False,True,False,True,False,False,False,False,0.23742683,Low Risk
1,25.54,15,1,2,82,False,False,False,False,True,True,False,False,0.99959165,High Risk
26,37.27,12,1,3,7,False,False,True,False,True,True,False,False,0.037312273,Low Risk
7,72.23,5,3,2,35,False,True,True,True,False,False,False,True,0.9507723,High Risk
1,25.11,7,2,1,59,False,False,False,True,False,False,True,False,0.9717604,High Risk
33,52.21,20,1,5,5,False,True,True,False,True,True,False,False,0.0042860364,Low Risk
7,79.39,10,2,4,19,False,True,True,False,True,True,False,False,0.019738156,Low Risk
31,73.87,9,2,1,11,False,True,True,True,False,True,False,False,0.36880285,Low Risk
4,76.3,39,0,5,0,False,True,False,False,False,True,False,False,0.037152365,Low Risk
20,60.72,22,1,4,15,False,True,True,False,True,True,False,False,0.007949436,Low Risk
3,53.64,15,0,3,18,False,True,False,False,True,False,False,True,0.4576836,Medium Risk
4,116.37,3,1,4,11,True,False,False,True,False,False,False,True,0.03665531,Low Risk
30,39.96,13,3,5,11,False,False,True,False,True,False,False,True,0.009563215,Low Risk
34,70.56,10,2,1,25,False,True,True,True,False,True,False,False,0.752654,High Risk
30,112.13,44,3,5,3,True,False,True,False,False,False,False,True,0.010409199,Low Risk
23,28.45,5,1,3,15,False,False,True,True,False,False,False,False,0.0586061,Low Risk
28,34.85,49,1,3,6,False,False,True,False,False,False,False,True,0.020349756,Low Risk
18,61.87,12,2,3,7,False,True,False,False,True,True,False,False,0.15453236,Low Risk
19,145.17,22,4,3,29,True,False,False,False,False,False,False,True,0.96718085,High Risk
8,52.47,22,10,4,1,False,True,False,False,False,False,True,False,0.9679914,High Risk
22,25.48,9,2,4,17,False,False,False,False,True,True,False,False,0.037778113,Low Risk
10,31.73,38,5,5,3,False,False,True,False,False,False,False,False,0.0600407,Low Risk
9,32.76,5,2,1,7,False,False,True,True,False,True,False,False,0.75101477,High Risk
19,76.94,15,2,4,10,False,True,True,False,True,True,False,False,0.005092585,Low Risk
30,35.16,2,2,4,47,False,False,True,True,False,False,True,False,0.056603897,Low Risk
10,37.34,9,3,2,36,False,False,False,True,False,True,False,False,0.9673688,High Risk
5,64.67,21,3,3,39,False,True,False,False,True,False,False,True,0.99507755,High Risk
18,50.09,29,3,3,3,False,True,True,False,False,False,False,True,0.083548084,Low Risk
28,20.5,10,1,4,43,False,False,False,True,False,True,False,False,0.139338,Low Risk
26,55.45,20,2,4,12,False,True,True,False,True,False,False,True,0.005363441,Low Risk
14,78.66,14,0,5,14,False,True,True,False,True,True,False,False,0.008443056,Low Risk
34,116.3,47,2,1,58,True,False,True,False,False,False,False,True,0.9782402,High Risk
31,95.38,23,1,4,14,True,False,True,False,True,False,False,True,0.004855841,Low Risk
16,27.86,6,2,5,17,False,False,True,True,False,True,False,False,0.00553163,Low Risk
28,51.75,19,2,4,16,False,True,True,False,True,False,False,True,0.008106135,Low Risk
15,69.68,30,1,5,4,False,True,True,False,False,True,False,False,0.0040886756,Low Risk
9,122.85,37,2,3,6,True,False,False,False,False,True,False,False,0.2048861,Low Risk
3,65.59,9,10,2,71,False,True,True,True,False,False,False,True,0.99944,High Risk
4,75.64,34,8,2,38,False,True,False,False,False,True,False,False,0.9997559,High Risk
32,61.32,6,0,3,31,False,True,True,True,False,False,False,True,0.4051934,Medium Risk
29,37.4,27,1,5,0,False,False,True,False,False,False,False,True,0.0042483555,Low Risk
15,34.11,9,0,5,12,False,False,True,True,False,False,True,False,0.0052647963,Low Risk
3,118.9,10,2,4,17,True,False,False,False,True,True,False,False,0.05830924,Low Risk
25,61.66,24,1,5,7,False,True,True,False,True,False,False,True,0.0039338935,Low Risk
30,67.02,10,1,5,58,False,True,True,True,False,False,False,False,0.04804968,Low Risk
21,90.84,23,2,5,5,True,False,True,False,False,False,False,True,0.0031589004,Low Risk
31,128.37,18,2,4,12,True,False,False,False,True,False,False,False,0.015643172,Low Risk
7,79.23,21,4,4,51,False,True,False,False,True,True,False,False,0.98120683,High Risk
14,60.32,7,10,3,31,False,True,False,True,False,False,False,False,0.9977035,High Risk
24,29.28,34,2,5,4,False,False,True,False,False,True,False,False,0.0034766493,Low Risk
27,68.71,20,7,1,31,False,True,False,False,True,True,False,False,0.99904186,High Risk
10,25.3,6,4,4,54,False,False,False,True,False,False,False,False,0.50249475,Medium Risk
1,69.95,5,3,3,20,False,True,False,True,False,False,False,True,0.6304838,Medium Risk
27,64.14,11,11,4,42,False,True,False,True,False,True,False,False,0.991846,High Risk
1,36.68,14,11,5,20,False,False,False,False,True,False,False,False,0.9898691,High Risk
3,54.44,21,4,4,20,False,True,False,False,True,True,False,False,0.3921253,Low Risk
7,64.0,24,2,4,11,False,True,False,False,True,False,False,True,0.032889932,Low Risk
10,136.71,8,1,1,16,True,False,True,False,True,False,False,True,0.52176756,Medium Risk
18,78.51,18,0,4,20,False,True,True,False,True,False,False,True,0.0074356957,Low Risk
17,125.03,4,3,3,23,True,False,False,True,False,False,False,True,0.8312577,High Risk
13,62.91,21,4,5,19,False,True,False,False,True,True,False,False,0.13411264,Low Risk
27,135.96,33,4,4,4,True,False,True,False,False,False,False,True,0.011095623,Low Risk
12,24.26,20,2,5,9,False,False,True,False,True,False,False,True,0.00828593,Low Risk
4,61.7,13,1,4,19,False,True,False,False,True,True,False,False,0.081530206,Low Risk
27,56.23,8,7,2,54,False,True,True,True,False,True,False,False,0.9852498,High Risk
1,25.1,3,4,1,28,False,False,False,True,False,False,False,True,0.9841164,High Risk
23,74.36,27,2,4,4,False,True,True,False,False,False,False,False,0.00512663,Low Risk
1,31.79,5,7,3,34,False,False,False,True,False,True,False,False,0.98842853,High Risk
1,21.68,25,5,1,42,False,False,False,False,False,True,False,False,0.9994287,High Risk
21,24.6,3,4,4,19,False,False,False,True,False,False,True,False,0.12385751,Low Risk
35,70.86,13,9,2,73,False,True,False,False,True,False,True,False,0.9998148,High Risk
1,52.02,10,9,3,35,False,True,False,True,False,True,False,False,0.997104,High Risk
13,63.01,13,1,4,15,False,True,True,False,True,True,False,False,0.009887573,Low Risk
24,145.84,42,3,4,6,True,False,True,False,False,False,False,True,0.011580943,Low Risk
34,27.94,8,1,2,56,False,False,False,False,True,True,False,False,0.9873489,High Risk
20,93.71,32,2,2,4,True,False,True,False,False,True,False,False,0.09604629,Low Risk
14,29.63,1,0,4,31,False,False,True,True,False,False,False,True,0.045517314,Low Risk
26,35.83,15,0,3,6,False,False,True,False,True,False,False,True,0.03721735,Low Risk
10,27.9,7,2,2,49,False,False,False,True,False,False,False,True,0.92574155,High Risk
15,34.79,36,0,4,4,False,False,False,False,False,True,False,False,0.021791263,Low Risk
25,61.18,41,3,4,6,False,True,True,False,False,False,False,False,0.013792711,Low Risk
30,27.31,2,2,3,60,False,False,False,True,False,False,False,True,0.9971756,High Risk
4,77.78,8,4,2,88,False,True,False,True,False,False,False,False,0.9985745,High Risk
17,31.87,19,3,3,15,False,False,True,False,True,False,False,True,0.114375144,Low Risk
12,39.05,9,6,4,7,False,False,True,False,True,True,False,False,0.1757972,Low Risk
12,29.55,3,4,5,52,False,False,True,True,False,True,False,False,0.34596038,Low Risk
11,107.25,35,1,4,0,True,False,False,False,False,False,False,True,0.020810207,Low Risk
23,146.12,36,3,1,55,True,False,True,False,False,True,False,False,0.9926352,High Risk
7,98.15,19,2,3,18,True,False,False,False,True,True,False,False,0.31353354,Low Risk
1,37.1,11,8,1,86,False,False,False,False,True,False,False,True,0.9998679,High Risk
8,73.29,1,9,2,31,False,True,False,True,False,False,False,True,0.99778855,High Risk
12,31.72,16,1,5,19,False,False,False,False,True,False,False,False,0.04700007,Low Risk
19,56.48,14,9,3,19,False,True,False,False,True,False,False,True,0.99623126,High Risk
3,138.33,39,8,1,6,True,False,False,False,False,False,False,True,0.99282974,High Risk
33,79.83,10,2,4,10,False,True,True,True,False,True,False,False,0.0054468024,Low Risk
21,25.72,21,1,2,18,False,False,True,False,True,False,False,True,0.252781,Low Risk
22,39.99,11,1,4,15,False,False,False,True,False,False,False,True,0.0430943,Low Risk
9,73.75,16,10,3,51,False,True,True,False,True,False,True,False,0.99901533,High Risk
13,39.93,23,1,4,14,False,False,True,False,True,True,False,False,0.011024987,Low Risk
29,68.73,9,4,5,47,False,True,True,True,False,False,True,False,0.17336684,Low Risk
3,61.63,24,9,4,47,False,True,False,False,False,True,False,False,0.9988858,High Risk
33,24.03,3,4,1,35,False,False,True,True,False,False,False,True,0.93400955,High Risk
1,38.47,5,1,4,20,False,False,False,True,False,False,False,False,0.049468894,Low Risk
29,138.87,44,3,4,2,True,False,True,False,False,False,False,True,0.015645932,Low Risk
1,33.73,1,2,1,75,False,False,False,True,False,True,False,False,0.9988961,High Risk
30,35.18,36,7,2,67,False,False,True,False,False,False,False,True,0.9998311,High Risk
7,61.63,49,1,4,0,False,True,False,False,False,True,False,False,0.01548052,Low Risk
26,66.62,22,0,4,0,False,True,True,False,False,True,False,False,0.003758771,Low Risk
24,52.06,10,6,3,28,False,True,False,False,True,False,False,False,0.9707653,High Risk
33,69.88,14,1,5,16,False,True,False,False,True,True,False,False,0.033323813,Low Risk
26,97.18,36,1,2,60,True,False,True,False,False,True,False,False,0.998976,High Risk
24,23.28,21,11,3,74,False,False,True,False,True,False,False,True,0.9998481,High Risk
13,77.69,33,1,4,3,False,True,True,False,False,True,False,False,0.006417294,Low Risk
12,25.66,10,2,4,7,False,False,True,False,True,False,False,True,0.010677975,Low Risk
13,30.65,2,1,2,39,False,False,True,True,False,False,False,False,0.7508849,High Risk
4,56.81,37,0,3,2,False,True,True,False,False,True,False,False,0.19659469,Low Risk
17,23.07,19,9,2,54,False,False,False,False,True,False,False,False,0.9996263,High Risk
24,75.61,13,2,2,19,False,True,False,False,True,False,False,True,0.6795222,Medium Risk
21,28.15,7,4,1,61,False,False,True,True,False,True,False,False,0.99815255,High Risk
17,33.18,7,0,3,11,False,False,False,True,False,True,False,False,0.14699233,Low Risk
7,50.83,31,2,2,1,False,True,False,False,False,False,True,False,0.63296807,Medium Risk
8,24.94,45,4,5,0,False,False,False,False,False,False,False,True,0.11708012,Low Risk
5,24.55,19,0,4,11,False,False,False,False,True,False,False,False,0.02996051,Low Risk
23,70.76,15,3,3,9,False,True,True,False,True,False,False,False,0.07993317,Low Risk
14,39.29,18,5,4,9,False,False,True,False,True,False,False,True,0.027821908,Low Risk
19,32.02,24,4,3,10,False,False,True,False,True,False,False,True,0.105728164,Low Risk
20,72.98,20,8,2,70,False,True,True,False,False,True,False,False,0.99979025,High Risk
25,20.6,13,1,4,20,False,False,True,False,True,True,False,False,0.005767526,Low Risk
28,123.73,42,0,2,2,True,False,True,False,False,True,False,False,0.12891485,Low Risk
31,58.27,10,4,5,59,False,True,False,True,False,False,False,False,0.42297944,Medium Risk
31,24.97,10,1,4,24,False,False,True,True,False,False,False,True,0.012341214,Low Risk
4,79.85,17,3,2,58,False,True,False,False,True,True,False,False,0.9974769,High Risk
11,31.79,23,8,3,71,False,False,False,False,True,True,False,False,0.9997706,High Risk
6,71.43,8,1,5,7,False,True,False,False,True,False,False,False,0.029379247,Low Risk
24,59.89,42,11,2,42,False,True,True,False,False,True,False,False,0.9995759,High Risk
27,79.44,49,1,1,4,False,True,False,False,False,True,False,False,0.24387796,Low Risk
4,28.98,35,3,5,3,False,False,False,False,False,True,False,False,0.0507183,Low Risk
2,57.19,20,11,1,16,False,True,False,False,True,True,False,False,0.99892235,High Risk
18,57.99,22,2,2,9,False,True,True,False,True,True,False,False,0.16892031,Low Risk
5,20.31,6,9,3,12,False,False,False,True,False,True,False,False,0.9853308,High Risk
6,22.11,29,0,3,1,False,False,False,False,False,False,False,True,0.23817848,Low Risk
30,116.74,40,1,4,4,True,False,True,False,False,False,True,False,0.0058512003,Low Risk
10,30.97,18,1,4,10,False,False,True,False,True,False,True,False,0.012009919,Low Risk
1,26.92,2,11,3,28,False,False,False,True,False,False,False,False,0.996693,High Risk
18,62.8,47,2,3,4,False,True,True,False,False,True,False,False,0.062826134,Low Risk
10,23.51,3,9,1,43,False,False,False,True,False,True,False,False,0.9988285,High Risk
22,63.02,16,0,5,6,False,True,True,False,True,False,False,False,0.0036843715,Low Risk
1,79.88,32,3,1,1,False,True,False,False,False,False,True,False,0.90405065,High Risk
1,50.99,38,2,2,2,False,True,False,False,False,False,False,False,0.7914642,High Risk
15,26.53,8,4,4,19,False,False,True,False,True,False,False,True,0.03210414,Low Risk
28,66.36,9,1,3,52,False,True,False,False,True,True,False,False,0.97252625,High Risk
15,35.73,23,0,4,3,False,False,True,False,True,False,True,False,0.00548948,Low Risk
1,74.28,18,2,4,6,False,True,False,False,True,False,False,False,0.04736599,Low Risk
4,38.91,23,1,5,12,False,False,False,False,True,False,False,True,0.037317034,Low Risk
1,23.17,11,1,3,48,False,False,False,True,False,False,False,False,0.9306955,High Risk
10,65.88,34,1,2,22,False,True,False,False,False,True,False,False,0.9772769,High Risk
23,60.88,5,0,2,10,False,True,True,True,False,False,False,False,0.30853912,Low Risk
26,127.17,15,3,1,9,True,False,True,False,True,False,False,False,0.17491487,Low Risk
11,60.05,41,1,5,3,False,True,True,False,False,True,False,False,0.014904984,Low Risk
26,20.23,11,1,4,30,False,False,True,True,False,False,False,True,0.028348578,Low Risk
12,28.65,2,2,3,28,False,False,True,True,False,True,False,False,0.5406215,Medium Risk
22,78.25,15,2,1,20,False,True,True,False,True,False,False,False,0.38849932,Low Risk
29,51.7,3,1,3,30,False,True,True,True,False,False,True,False,0.4051934,Medium Risk
2,31.72,10,11,2,17,False,False,False,False,True,False,True,False,0.9987436,High Risk
27,35.07,7,10,3,33,False,False,True,True,False,False,False,True,0.99507254,High Risk
22,27.76,11,1,1,15,False,False,True,False,True,False,False,True,0.28756905,Low Risk
14,28.2,18,1,2,19,False,False,True,False,True,True,False,False,0.26802438,Low Risk
15,147.83,36,9,2,2,True,False,True,False,False,False,False,False,0.9841547,High Risk
1,63.22,25,4,4,5,False,True,False,False,False,False,False,False,0.2506013,Low Risk
13,33.47,6,2,5,37,False,False,False,True,False,False,False,False,0.22338478,Low Risk
1,134.05,18,1,5,9,True,False,False,False,True,True,False,False,0.022477219,Low Risk
29,38.48,24,0,3,10,False,False,True,False,True,True,False,False,0.04289218,Low Risk
16,31.47,4,8,2,7,False,False,False,True,False,False,False,True,0.9977075,High Risk
27,52.53,4,4,5,19,False,True,True,True,False,True,False,False,0.021815686,Low Risk
32,25.28,29,1,4,6,False,False,True,False,False,True,False,False,0.00522602,Low Risk
13,32.32,7,2,4,43,False,False,True,True,False,True,False,False,0.05910863,Low Risk
25,32.28,4,0,4,21,False,False,True,True,False,False,False,True,0.009563874,Low Risk
28,139.06,27,1,5,6,True,False,True,False,False,False,False,True,0.0023760328,Low Risk
20,79.35,7,0,4,10,False,True,True,True,False,True,False,False,0.0045100497,Low Risk
9,34.57,16,4,4,7,False,False,False,False,True,True,False,False,0.14876077,Low Risk
14,149.61,28,0,4,2,True,False,True,False,False,True,False,False,0.005258091,Low Risk
29,68.76,10,1,3,23,False,True,True,True,False,True,False,False,0.24935013,Low Risk
32,21.04,18,1,4,11,False,False,False,False,True,False,True,False,0.030152222,Low Risk
29,52.31,25,0,4,4,False,True,True,False,False,False,False,True,0.005522986,Low Risk
20,68.35,5,1,3,9,False,True,False,True,False,False,False,False,0.19780198,Low Risk
4,31.13,19,5,1,74,False,False,False,False,True,False,False,False,0.9998343,High Risk
13,21.3,32,2,4,4,False,False,True,False,False,True,False,False,0.0050209546,Low Risk
1,70.85,49,2,5,0,False,True,False,False,False,True,False,False,0.015509653,Low Risk
13,71.64,24,1,4,1,False,True,True,False,False,False,False,True,0.0046149883,Low Risk
15,59.12,18,1,4,19,False,True,False,False,True,False,False,True,0.042794187,Low Risk
21,31.48,8,1,2,36,False,False,False,True,False,False,False,True,0.92615384,High Risk
1,21.39,1,4,2,44,False,False,False,True,False,False,True,False,0.9817162,High Risk
21,58.53,26,2,3,3,False,True,True,False,False,False,False,False,0.048976254,Low Risk
30,61.78,24,1,3,14,False,True,True,False,True,True,False,False,0.07512468,Low Risk
11,31.94,4,6,2,77,False,False,False,True,False,False,False,True,0.9990864,High Risk
27,30.99,8,8,1,88,False,False,False,True,False,True,False,False,0.9996761,High Risk
22,74.64,11,2,5,3,False,True,True,False,True,True,False,False,0.0041637304,Low Risk
29,35.8,4,2,5,48,False,False,True,True,False,False,True,False,0.061502445,Low Risk
23,76.87,15,2,4,12,False,True,True,False,True,False,False,True,0.0046600993,Low Risk
33,35.77,17,3,5,10,False,False,True,False,True,False,False,False,0.00926585,Low Risk
31,22.63,16,1,4,16,False,False,True,False,True,True,False,False,0.0073640686,Low Risk
30,73.74,24,3,4,4,False,True,True,False,False,True,False,False,0.012820834,Low Risk
23,66.01,23,7,4,6,False,True,False,False,True,False,False,True,0.53445214,Medium Risk
9,35.35,17,1,3,12,False,False,True,False,True,True,False,False,0.12967469,Low Risk
19,58.05,14,2,4,5,False,True,False,False,True,True,False,False,0.027585257,Low Risk
29,50.98,5,2,4,21,False,True,True,True,False,True,False,False,0.0133347735,Low Risk
19,39.55,16,2,4,19,False,False,True,False,True,False,False,True,0.00853208,Low Risk
28,60.14,26,1,5,0,False,True,True,False,False,False,False,True,0.003011265,Low Risk
26,77.77,14,1,4,16,False,True,False,False,True,False,False,True,0.038762297,Low Risk
1,95.27,37,3,4,1,True,False,False,False,False,False,False,True,0.08053758,Low Risk
28,50.49,47,3,5,2,False,True,False,False,False,True,False,False,0.050713252,Low Risk
17,74.75,10,0,5,58,False,True,True,True,False,True,False,False,0.040597674,Low Risk
13,30.27,12,4,4,7,False,False,True,False,True,False,False,False,0.017703308,Low Risk
7,57.62,14,3,3,8,False,True,True,False,True,False,False,True,0.1979562,Low Risk
6,27.62,5,4,4,22,False,False,False,True,False,False,False,True,0.33212766,Low Risk
18,28.44,24,2,1,12,False,False,True,False,True,False,False,True,0.16158855,Low Risk
20,37.34,16,0,3,11,False,False,True,False,True,True,False,False,0.04054827,Low Risk
28,79.42,34,2,5,5,False,True,False,False,False,False,True,False,0.015703334,Low Risk
1,109.06,9,8,3,31,True,False,False,True,False,False,False,True,0.9931825,High Risk
20,139.26,11,1,3,30,True,False,True,True,False,True,False,False,0.26408285,Low Risk
27,35.38,4,3,4,12,False,False,False,True,False,False,False,True,0.071018204,Low Risk
4,76.73,47,1,3,3,False,True,False,False,False,True,False,False,0.3537234,Low Risk
5,34.62,33,2,4,3,False,False,True,False,False,True,False,False,0.026637,Low Risk
8,32.46,1,1,5,37,False,False,False,True,False,True,False,False,0.18595947,Low Risk
26,23.59,23,1,3,9,False,False,True,False,True,False,True,False,0.042539086,Low Risk
34,61.29,7,7,3,54,False,True,False,True,False,True,False,False,0.98140657,High Risk
15,31.12,8,2,3,26,False,False,False,True,False,True,False,False,0.7145255,High Risk
32,76.56,8,0,2,20,False,True,True,False,True,True,False,False,0.36057845,Low Risk
9,58.25,10,1,4,41,False,True,False,True,False,False,False,False,0.22349511,Low Risk
6,78.41,2,8,4,83,False,True,False,True,False,True,False,False,0.9991035,High Risk
17,33.86,23,3,5,6,False,False,False,False,True,True,False,False,0.029961687,Low Risk
19,36.2,23,1,3,19,False,False,True,False,True,False,False,True,0.055774607,Low Risk
23,57.24,19,2,5,11,False,True,True,False,True,False,True,False,0.0039393906,Low Risk
17,53.19,17,2,4,17,False,True,True,False,True,False,True,False,0.008330466,Low Risk
32,34.84,9,6,3,78,False,False,True,True,False,True,False,False,0.99608624,High Risk
15,75.44,45,1,4,3,False,True,True,False,False,False,True,False,0.0057112416,Low Risk
31,56.91,23,0,2,1,False,True,True,False,False,True,False,False,0.15817606,Low Risk
20,72.78,42,2,5,4,False,True,False,False,False,True,False,False,0.021179488,Low Risk
10,63.75,25,2,5,6,False,True,False,False,False,True,False,False,0.028705781,Low Risk
29,30.35,12,1,1,17,False,False,True,False,True,False,False,True,0.35383716,Low Risk
1,21.33,11,9,3,16,False,False,False,False,True,True,False,False,0.9959908,High Risk
1,23.33,21,1,2,15,False,False,False,False,True,False,False,True,0.8597563,High Risk
31,75.09,47,0,4,4,False,True,True,False,False,False,False,False,0.007391016,Low Risk
33,36.39,23,3,4,4,False,False,True,False,True,False,False,False,0.012251646,Low Risk
34,56.46,4,4,5,17,False,True,True,True,False,False,False,True,0.021577781,Low Risk
10,69.82,46,3,2,6,False,True,False,False,False,True,False,False,0.86862135,High Risk
21,62.24,21,3,3,19,False,True,True,False,True,False,False,True,0.11229505,Low Risk
20,26.59,12,2,4,18,False,False,False,False,True,True,False,False,0.036463138,Low Risk
12,27.83,10,3,1,13,False,False,True,False,True,False,True,False,0.5771483,Medium Risk
13,63.39,5,4,4,52,False,True,True,True,False,True,False,False,0.17154068,Low Risk
2,27.94,13,1,5,9,False,False,False,False,True,True,False,False,0.028886901,Low Risk
6,22.75,17,1,3,8,False,False,True,False,True,False,False,False,0.21065176,Low Risk
5,36.36,20,2,5,14,False,False,False,False,True,True,False,False,0.07032536,Low Risk
1,74.62,18,2,4,9,False,True,False,False,True,True,False,False,0.047924794,Low Risk
22,38.09,14,4,1,33,False,False,False,False,True,False,False,False,0.99652475,High Risk
5,65.28,20,2,3,20,False,True,False,False,True,True,False,False,0.44800574,Medium Risk
1,37.5,6,4,4,27,False,False,False,True,False,False,True,False,0.50266737,Medium Risk
7,66.76,14,5,3,19,False,True,False,False,True,False,False,False,0.8522029,High Risk
10,50.35,9,3,4,50,False,True,False,True,False,True,False,False,0.3066715,Low Risk
15,39.54,15,7,3,9,False,False,False,False,True,False,False,True,0.9127625,High Risk
27,20.38,23,6,1,29,False,False,False,False,True,False,False,True,0.98577094,High Risk
27,106.12,20,4,4,4,True,False,True,False,True,True,False,False,0.011855869,Low Risk
33,52.93,27,0,5,0,False,True,True,False,False,True,False,False,0.0041654115,Low Risk
23,24.12,12,2,3,18,False,False,True,False,True,False,False,True,0.05242381,Low Risk
35,25.84,13,4,4,19,False,False,True,False,True,False,True,False,0.02355902,Low Risk
24,68.45,27,5,4,51,False,True,False,False,False,False,False,True,0.9944343,High Risk
16,30.47,3,2,4,25,False,False,True,True,False,False,True,False,0.014495491,Low Risk
13,31.8,3,3,3,58,False,False,True,True,False,True,False,False,0.68848157,Medium Risk
15,25.6,2,2,3,28,False,False,True,True,False,True,False,False,0.28417176,Low Risk
21,146.07,6,6,2,60,True,False,False,True,False,False,False,True,0.9982352,High Risk
17,32.97,1,2,5,8,False,False,True,True,False,True,False,False,0.0068351394,Low Risk
16,142.75,7,3,5,30,True,False,True,True,False,False,False,False,0.057277687,Low Risk
34,72.64,48,11,3,56,False,True,True,False,False,True,False,False,0.99783605,High Risk
19,34.75,1,5,2,18,False,False,False,True,False,False,True,False,0.9607831,High Risk
18,63.41,5,2,5,44,False,True,False,True,False,False,True,False,0.16611896,Low Risk
29,26.6,10,2,3,3,False,False,True,False,True,True,False,False,0.053788587,Low Risk
15,38.16,13,1,5,4,False,False,True,False,True,True,False,False,0.0041438993,Low Risk
25,53.01,18,2,3,4,False,True,True,False,True,False,False,True,0.044850763,Low Risk
7,31.07,21,7,3,51,False,False,False,False,True,False,False,True,0.99714726,High Risk
35,34.98,7,1,4,25,False,False,True,True,False,True,False,False,0.017787563,Low Risk
28,37.6,5,8,1,42,False,False,True,True,False,False,False,True,0.9968141,High Risk
33,73.18,22,0,4,15,False,True,True,False,True,False,False,False,0.008397625,Low Risk
6,20.4,1,4,4,32,False,False,True,True,False,True,False,False,0.42734778,Medium Risk
12,24.93,11,3,2,50,False,False,True,True,False,True,False,False,0.9024815,High Risk
29,20.57,8,6,2,70,False,False,True,True,False,False,False,False,0.9969951,High Risk
23,37.18,5,4,3,45,False,False,True,True,False,True,False,False,0.76531124,High Risk
33,38.58,21,3,1,3,False,False,True,False,True,True,False,False,0.39655182,Low Risk
30,22.82,2,2,2,27,False,False,False,True,False,True,False,False,0.93878907,High Risk
1,24.93,46,4,4,51,False,False,False,False,False,True,False,False,0.996485,High Risk
1,125.3,44,1,3,3,True,False,False,False,False,True,False,False,0.21278636,Low Risk
22,28.16,11,3,3,11,False,False,True,True,False,True,False,False,0.1059516,Low Risk
24,24.26,6,7,3,41,False,False,True,True,False,False,False,True,0.9437343,High Risk
1,124.78,48,2,4,0,True,False,False,False,False,False,True,False,0.017929465,Low Risk
27,71.22,45,3,3,3,False,True,False,False,False,True,False,False,0.36707526,Low Risk
26,35.87,2,6,4,57,False,False,False,True,False,False,False,True,0.8902962,High Risk
7,74.72,23,1,5,14,False,True,False,False,True,False,True,False,0.054656442,Low Risk
9,30.51,21,1,3,10,False,False,True,False,True,False,False,False,0.121946104,Low Risk
3,29.39,34,2,4,3,False,False,False,False,False,True,False,False,0.029844707,Low Risk
5,67.16,36,3,3,22,False,True,False,False,False,False,False,True,0.98208034,High Risk
17,62.49,37,4,5,6,False,True,True,False,False,False,True,False,0.011813538,Low Risk
